id,accel_body,magnet_body,gyros_upper_limb,accel_upper_limb,magnet_upper_limb,gyros_body,gyros_lower_limb,accel_lower_limb,magnet_lower_limb,Category
45,530.8708551429493,11.29349118974664,0.0014235723502162645,-377.6615718675963,very_fast,medium,off,off,on,0
46,237.5388549740184,4.446086767722019,11.84390766666948,452.0902449176506,medium,medium,on,off,off,4
47,-29.44998033917794,22.570915647179152,854.8994642669054,863.4717669591338,slow,very_slow,off,on,on,2
48,-100.92210783785663,19.462624896562925,304.40412093947515,753.9474262643672,very_fast,very_slow,on,on,off,1
49,351.26823097893094,18.468953532349282,2.3507183646723133,106.44528662677901,fast,slow,on,off,off,4
50,68.0370972403962,16.11027093509835,1.1904346914463648,-99.52987752110823,fast,slow,off,off,on,4
51,-195.59776922695585,17.42329496527991,12.725223288385818,-480.46648480795614,fast,medium,off,on,off,4
52,-77.18261074803823,7.862699455817576,464.69384266530716,170.45157667735168,very_slow,medium,off,off,on,4
53,-202.9845541708399,23.200716190496394,0.0316553393955905,322.9087118940691,very_fast,very_slow,off,on,on,1
54,-205.1060416006614,,0.07554743529745309,190.51850030138908,very_fast,slow,on,off,off,0
55,-0.8169312436746452,16.69937926600688,0.12208063597393012,198.36775124974773,very_fast,very_slow,off,on,on,0
56,-275.59194616332275,2.263129549801473,0.3300276102791166,-1277.0879556335287,very_fast,very_slow,on,on,off,0
57,-42.84966032544071,,61.485716837336675,357.0210584426202,fast,very_slow,off,on,on,0
58,-256.7348492498544,14.84375152301792,8.305656916686286e-06,1628.262913463967,very_fast,very_slow,off,on,on,0
59,-332.9868072343182,13.712413018007055,54.87411565182745,-1428.0558988284165,very_slow,very_slow,off,on,on,0
60,170.13139822449256,20.16681928485457,351.7815753290534,-977.8719143240512,medium,slow,on,off,off,4
61,-64.73992344181113,,254.6782286633062,-614.6763087782315,fast,medium,off,off,off,4
62,-339.5049470967163,11.068545313083536,0.02100480882003466,-666.6993635971822,fast,slow,off,off,off,4
63,-414.8465022284601,27.17238068367628,90.16894252564829,258.14125532223807,very_fast,very_slow,off,on,on,1
64,30.88658771307405,15.705461356615722,192.33015665891585,-880.6448820127217,very_slow,very_slow,off,on,on,1
65,-233.64639674253152,15.666759920908751,549.7506928584488,-763.8642922914587,very_slow,very_slow,off,on,on,2
66,-58.52296804625273,9.628101464523075,8.06216340794189,-149.43022204044001,slow,slow,on,on,on,3
67,149.38240306574556,25.219605187797505,94.11770152472602,-1505.756144184218,medium,very_slow,off,on,on,0
68,-309.9320788055127,7.434137128467832,110.05447360400213,-510.47830819343017,slow,very_slow,off,on,on,1
69,284.2075943818171,8.761232510521701,170.02483645950937,-199.66024429061184,very_fast,very_slow,off,off,off,1
70,-431.047932778284,19.26384904265942,1.7662104274697927,926.9811423116753,very_slow,very_slow,off,on,on,0
71,-229.71760230133359,17.676980057373587,17.640841271657482,310.3802714424845,very_slow,medium,on,on,on,4
72,39.01838956703574,21.9716249332274,121.34612829975934,783.0959643022335,very_fast,medium,off,off,on,4
73,-157.03613020675257,16.774377348893193,50.50233920452138,613.3200956765801,fast,very_slow,on,on,on,1
74,-33.97934636497103,10.32149894716419,39.80481470812296,-500.22166918368566,very_slow,slow,on,off,on,4
75,-250.25145163227788,,282.85712517860804,632.30259551403,very_fast,slow,on,on,off,1
76,38.696622173964094,14.242665141302512,0.0076194192704923955,238.45210676342742,very_fast,medium,on,off,on,0
77,-342.6419263610444,,459.50103398273177,-415.8235354309132,very_slow,very_slow,off,on,on,1
78,-61.61635048782527,16.174270540324027,0.018462330895654275,941.4025815685733,very_fast,slow,off,off,on,0
79,-80.02600373202866,16.947863821433327,1.1137443116873214,294.02353819129297,very_slow,medium,on,on,on,4
80,-26.388487771044787,2.805905070221804,143.31048181048035,-176.8171222845665,slow,slow,off,on,on,3
81,-159.75102729341071,16.09748553723275,0.03350365419683882,-793.3284451492759,very_slow,very_slow,off,on,on,1
82,94.20375547250164,,17.83832944282354,356.7902616450399,very_fast,very_slow,off,on,off,1
83,509.48127877792086,,27.94477507994825,-658.1286836494312,medium,slow,off,on,on,3
84,-486.6868077219173,18.70771664089596,32.53154656728926,276.6985126225544,very_slow,slow,on,on,on,4
85,12.144613493146846,21.90987062467661,721.0281932026494,112.35527209732099,slow,slow,on,off,on,4
86,-229.88923756024437,,121.11867414245123,176.54012643797168,slow,slow,on,on,on,3
87,-176.24366564716038,25.356671289337115,874.1092585364485,-377.25625369712265,very_slow,medium,off,on,on,4
88,-138.8903200443703,13.150922863160082,0.5121588372123645,-650.2094323368586,fast,medium,off,off,on,4
89,-259.3488071583859,19.086567882377068,954.3840324387096,-370.127454633956,slow,very_slow,off,on,on,1
90,118.56502740236523,15.705720861006588,3.5806069358434245,-1069.325786872408,very_slow,very_slow,off,on,on,0
91,10.713245568036793,21.750099615204427,0.01775110047145123,-526.2116320135572,fast,slow,off,off,off,4
92,-331.22132371854167,6.63009036853627,9.013788322041377,-66.00107653777337,fast,very_slow,off,on,on,0
93,-333.1827345266669,23.217493631515175,0.00016226116634810437,360.886095600977,very_fast,slow,on,off,on,0
94,200.98525003524625,25.083210113916607,355.1895698357106,39.1816702326175,medium,slow,on,off,on,4
95,-229.34296875868503,13.92997176732486,0.0014354674065414105,-404.5746629720047,very_fast,very_slow,on,on,on,0
96,25.384168375344696,16.244890244353886,575.408373489674,417.5826353343612,fast,slow,off,off,on,4
97,-44.74156666999647,12.265049209148627,1039.1378477535297,-234.79705206637527,fast,very_slow,off,off,off,1
98,330.4927134325088,9.961173738376976,111.25328525262636,176.61572348937042,medium,medium,on,on,on,4
99,-361.7892473456949,15.705863801669107,1.0636134876648375,262.26704290625673,fast,very_slow,off,on,on,0
100,-87.77285039325537,14.203033651756256,1.1644744798886164,-784.324762630087,very_slow,medium,on,on,on,4
101,131.56774270722048,,0.0008239812690569097,-437.6844530759335,very_fast,slow,off,off,off,0
102,-158.83768316259346,15.5555899451505,20.487051397976007,-1618.7872950745536,slow,very_slow,on,on,on,0
103,-257.3042667324009,,382.2188745310677,-988.0597817857899,slow,very_slow,off,on,on,1
104,-102.28552029750284,25.596266323885487,989.9344729626623,352.8216954697757,medium,fast,on,on,on,4
105,-232.85105911144856,24.32611115401288,6.719027005821802,-672.7083084893744,very_slow,very_slow,off,on,off,0
106,130.79684379706978,22.411956338766693,0.001732304601461446,416.54666631276297,very_fast,slow,on,off,on,0
107,184.39232585677368,,26.24288125535276,291.79634731435726,very_slow,slow,off,on,on,4
108,-306.72389015533827,16.16878532402121,84.52770004472147,-907.8156795088664,slow,very_slow,on,off,off,1
109,-496.15111382373976,,0.7326329754320179,488.78816850439546,very_fast,very_slow,off,on,on,0
110,-129.46724313482306,23.00041525158825,787.7071599660968,2212.957421659483,very_fast,slow,on,off,on,4
111,22.595485242863962,20.856652030803488,72.91007009945396,219.11920070652215,very_fast,very_slow,on,on,off,1
112,-147.92243908030937,7.5907923758124145,66.70402022966833,-437.60104012977786,very_slow,very_slow,off,on,on,1
113,-304.20032927633184,13.925319540005336,41.966976400115854,-1576.7556033895955,very_slow,slow,on,on,on,3
114,255.99001450271663,23.78708726631152,0.08237846414998365,1676.687511185853,very_fast,slow,on,on,on,4
115,-203.18618193763047,18.311831957679047,339.35740551047263,-342.61929473093187,medium,slow,off,on,off,3
116,-296.68135972792527,11.219549032116161,0.9556966780419824,52.86596959866839,very_fast,slow,off,off,off,0
117,61.03437537341478,,0.061350462292042475,-447.48755185567006,very_fast,very_slow,on,on,on,0
118,260.7444027099231,13.461707441017712,1.154486107477107e-06,-1367.1665589302538,fast,slow,on,on,on,4
119,-183.23798358221873,14.469090272922607,158.46116680452386,-1061.4564122046786,medium,very_slow,on,off,on,1
120,-477.64976270572504,,0.5028500633702748,-676.35206782536,very_fast,very_slow,off,on,on,0
121,-131.46303166627118,20.366390291661553,0.4047915982636968,-8.719913019471846,very_fast,very_slow,off,on,on,0
122,-319.1028241012205,7.274138973684324,4.850910947032616,-71.81765497188303,very_fast,very_slow,off,on,on,1
123,-364.8942168411209,3.616701843952236,136.9536531621165,-408.5761756464393,slow,slow,on,on,on,3
124,-281.6167925500216,20.91883784582859,0.0006801797383250224,246.5086208859851,very_fast,slow,on,off,on,0
125,99.71753408520692,19.77455305053101,18.40347997746489,-561.9343551318229,medium,slow,on,off,on,3
126,-180.51928279140125,,0.04645628286195301,679.4587610735553,very_fast,slow,off,off,on,0
127,72.70640022119346,20.427921821884816,0.008830746028171764,-766.3908778378386,very_fast,very_slow,on,on,on,1
128,-701.6992468772856,6.498594437596287,39.238176794540436,463.54334197596535,very_slow,very_slow,off,on,on,1
129,-293.07612905245026,27.899484820908757,183.463560214221,-105.37943309199687,slow,slow,on,on,off,3
130,-184.5679621932164,,14.696608336419096,761.6636045103797,fast,very_slow,off,on,on,1
131,-281.5910462614222,13.433164169054693,1.4673669220972276,113.74820728003273,very_fast,very_slow,on,on,on,0
132,53.21054924486231,17.20549328756471,0.02788819861307139,-870.7276454713608,very_fast,very_slow,off,on,on,1
133,30.549728898237305,16.48817736064169,50.349547810663964,-539.3195764240136,medium,slow,off,off,off,4
134,-174.56916603142304,17.007449383579534,1.3234235069876114e-06,1119.835955198057,very_fast,very_slow,off,off,off,0
135,-391.61049261223127,24.530828980939717,25.4600651706687,-1386.1229661831746,very_slow,slow,on,on,on,3
136,-118.74769537328345,,196.859468137516,-117.51332942453087,slow,slow,off,off,on,3
137,-157.13869110993096,6.676061124710491,5.841092317059984e-05,-535.9184016771807,very_slow,very_slow,off,on,on,1
138,-514.2060881250782,23.218443062577876,0.04922220239991997,651.7891088562455,very_fast,very_slow,off,off,off,0
139,191.07173207011715,13.73958921115668,1.7200651320663178,-820.5831948487439,fast,slow,off,on,on,4
140,0.15843573255484955,21.842026450886802,4.83805024278286,-805.7077821487397,very_slow,slow,on,on,on,4
141,-491.68789883272086,26.451135704591056,90.28828673548723,-292.5037561967504,very_slow,slow,on,on,off,3
142,198.2546715836286,20.790911886490935,16.314279339822992,382.08992782482215,very_fast,very_slow,on,off,on,2
143,3.862458754266029,6.8666803936159075,0.195617020661971,-889.7657710618579,very_fast,medium,on,off,off,4
144,-312.6796509025356,14.401405573885743,13.620257951423431,67.99595265055608,medium,very_slow,off,on,on,0
145,171.1383189084806,14.421671062870164,243.84547090592054,-286.745556861554,very_slow,very_slow,off,on,off,1
146,111.7048361922181,13.294267363235624,0.7086166893780207,-525.8435504623612,slow,very_slow,off,on,on,0
147,202.0031867548663,21.096581356391887,0.14736450298920634,66.95635522410585,very_fast,very_slow,on,on,on,1
148,202.88848151468937,24.485035916270586,13.840189982770836,-733.9340061935594,medium,very_slow,on,on,on,0
149,-306.070754562373,9.560953993655033,39.390345504363935,-255.34270702719948,slow,very_slow,off,on,on,0
150,-178.5960242682734,17.089410276533087,720.7730268266997,-751.9871974478325,medium,very_slow,off,on,off,1
151,-18.442359410887008,2.0562506029173395,16.345684570568213,-516.3442333641292,very_fast,very_slow,on,on,on,1
152,-165.2516548229337,,153.69007293732113,-512.3087948792788,medium,very_slow,off,on,on,0
153,-91.45730368197245,7.644203514934079,432.58068671826265,695.535844655632,fast,very_slow,on,off,off,1
154,-444.88555019312525,23.84846053904093,129.0677476952701,-377.89296122002014,very_fast,very_slow,on,on,on,1
155,-7.077002845731343,,1096.5787088594013,792.3740892248883,very_slow,slow,off,off,off,4
156,-123.50962868239492,21.34614321193904,0.3456237760084403,-375.93995170633116,very_fast,slow,on,off,on,0
157,197.22525729255767,14.847455209086421,1200.8055878105274,538.7098552756879,medium,medium,off,on,on,4
158,168.39054362089541,11.093698419077905,45.747738719547655,-1490.3728684031958,very_slow,slow,off,on,on,4
159,-128.88706358099293,,0.0011062002625731103,410.2005963268677,very_fast,slow,off,off,on,0
160,-128.07587207971778,16.900814133527394,15.6139891736666,657.2028983201835,very_fast,very_slow,off,on,on,0
161,-294.08204442189333,,1.073457422275993e-05,599.043339585151,very_fast,very_slow,on,on,on,0
162,-8.25552278305996,23.457233869565787,950.0053337470533,-353.11604240867445,slow,slow,off,on,off,4
163,-323.1403328002988,26.05515277713813,2.3720163436239763,-256.36492680669085,fast,very_slow,off,on,on,0
164,471.4011990950155,24.233342239918862,298.2265079600405,191.8228765929418,fast,slow,off,off,off,4
165,-88.11694715699421,29.988369762709805,439.1836211844243,-53.74395707697,very_slow,medium,on,off,on,4
166,-48.83384885567322,6.869086148575397,0.00012663784333134614,-776.8047448856902,very_fast,very_slow,off,on,on,1
167,36.51311601368877,,686.6242326303742,-477.69539608828387,medium,medium,off,on,on,4
168,-232.46738932855487,16.185470926875166,9.027295451631575,-424.49587174136457,very_slow,very_slow,off,on,on,1
169,-37.8037132447625,,268.5861967827849,-394.97943312118184,very_slow,slow,off,on,on,3
170,44.60136561000309,13.078048504938142,107.00149623095459,842.9580677379303,very_fast,medium,on,off,off,4
171,-145.5621522636277,22.853354405473038,0.11247664960501264,-184.91178906347028,fast,very_slow,off,on,on,0
172,-183.19997506285432,2.4803043520177672,0.5307792845262245,-160.8752063969326,fast,medium,off,on,on,4
173,3.988168591030643,29.71193429074721,0.07327793665119688,-546.7587686183034,very_slow,very_slow,off,on,on,1
174,336.6116011018005,22.134437612726305,0.2318389865691613,-585.5265939171157,very_slow,slow,on,on,off,4
175,-302.86013377664034,7.965476826576259,595.3900773301162,222.65868227331643,medium,very_slow,off,on,off,1
176,-177.15200255462514,18.690869929647942,26.028328960964853,-802.6887469612343,slow,very_slow,off,on,on,0
177,-118.79283007349345,,56.39642311612546,-175.6411706478302,very_fast,very_slow,off,on,on,1
178,7.955193070708803,24.063783078671488,529.6924818296553,-40.86587584912843,very_fast,slow,off,on,on,4
179,-133.68092734905,12.853164964937632,4.959519133158605,-900.8232035616403,very_fast,very_slow,off,on,on,1
180,-580.0744825905704,18.16542219470827,1353.9741364358165,-844.3266456396377,fast,slow,off,on,off,1
181,207.12117471488742,14.410808129008606,0.9694333224096496,-1075.5750073264603,very_slow,slow,on,on,on,3
182,-84.52909495757822,23.752640997331547,9.434107359110596e-06,-243.61122799871865,very_fast,very_slow,on,on,on,0
183,-98.32306200815594,22.01254334682196,52.10512972078924,-653.7086909760227,very_slow,very_slow,off,on,on,1
184,178.3650623576826,23.78755390916524,0.14085397104554695,-254.24498570470246,very_fast,medium,on,off,off,0
185,15.381674660705158,16.693306528797564,306.44864524045005,-321.4220860678216,slow,slow,off,off,off,4
186,-61.783857364223,,2.7036112820025755,919.4761786590401,very_fast,very_slow,on,on,on,2
187,117.26828734060415,17.370408023904027,0.13512078536047795,835.6354116226869,very_fast,slow,on,on,on,4
188,-230.02159484007396,,58.321545997218706,-84.27354854302637,very_slow,medium,on,on,on,4
189,-296.5733717355086,16.506218999575264,0.010917512844267984,-241.1647648580684,very_fast,very_slow,off,on,on,0
190,-178.45788991593975,,0.01834403274345104,-926.8646972617728,very_fast,very_slow,off,on,on,0
191,-65.56425798392084,23.38586000227745,394.80289526312055,506.46451522955977,slow,very_slow,off,on,on,1
192,-239.19980477287015,17.702052999282714,5.668598914149468,1008.3640445115033,very_fast,very_slow,off,on,on,0
193,-174.87697355598823,5.702682030565655,308.515388798844,71.88856435698298,fast,very_slow,off,on,off,1
194,230.71618302744545,24.681612064582072,0.0017309825957910053,1725.5012945750022,very_fast,slow,off,off,on,0
195,-124.5124905444561,14.129524599242568,12.274813284030097,249.56125504236618,fast,slow,on,off,off,4
196,62.900825669851464,8.479779596085503,8.8815472168071,-124.41653931789564,very_slow,very_slow,off,on,on,1
197,382.0659670313717,5.562469805160014,1.6839221435685718,984.000457983941,very_fast,medium,off,off,on,4
198,147.58153290992425,20.155206703676395,0.003283152337670285,-762.7871044453194,very_fast,very_slow,off,off,on,0
199,-356.1836054606984,,1.5180696606942898,381.0187212251897,very_fast,very_slow,off,on,on,0
200,-576.7316653944647,4.029904465252688,115.672014712863,104.94143778846399,fast,very_slow,off,on,on,1
201,1.7112278074543497,8.224455046690643,0.1835570361952912,919.5446567441444,very_fast,very_slow,on,on,on,0
202,-235.00172329456825,16.247050183981603,143.67875713363804,-552.056877488171,very_slow,medium,on,on,off,3
203,-106.9840653639988,,2.332175669043532,502.1250277237868,very_fast,very_slow,on,on,off,0
204,-43.583003879321076,23.652713056673175,54.0133401973242,-412.85055552787736,very_slow,slow,on,off,on,3
205,128.66455277074417,16.24279740424758,0.3551896197980554,-122.03737838636006,very_fast,slow,on,on,on,4
206,-588.5495937073754,,348.08299762960894,-96.93707488105456,slow,medium,on,off,off,3
207,-81.14550376786322,18.97895326451468,0.012926995801496356,81.07428245924464,very_fast,very_slow,off,on,on,0
208,-144.97560702311966,20.866787411922378,1291.5474275429658,-647.0188556593491,very_slow,medium,off,off,off,4
209,74.10774572754437,23.742067992034656,0.03683500785494097,-42.533564549703584,very_fast,slow,on,off,on,0
210,-352.27282588644835,28.652242523894518,0.5770402027876953,496.7494063952207,very_fast,very_slow,on,on,on,0
211,-733.9267059776711,25.18734643567173,8.269921267301363,146.07073482448132,slow,slow,on,off,off,4
212,-38.94737926287544,35.238831150161616,0.052254775647706295,-505.3929867031154,slow,fast,on,on,on,4
213,57.01539965648243,24.233177247085628,18.164847286607102,-118.15638667511077,very_fast,very_slow,off,on,on,1
214,-101.48689355558949,12.663465453458803,0.5277089535954247,328.31978558684983,very_fast,very_slow,on,on,on,1
215,-170.4664541113846,26.601734631875683,21.276907416591452,445.1019233412831,fast,medium,off,on,off,4
216,-230.7969626214624,8.61391064273208,465.01319582612024,-504.2945161546002,medium,slow,on,on,off,1
217,87.4294713119005,,7.875396366563506,650.9347672459452,very_slow,very_slow,off,on,on,1
218,247.12396837048118,14.606528616095668,0.3155035218794631,-970.6474282212359,fast,slow,off,off,off,4
219,176.9976936424286,21.92211738898913,241.2396715774277,-1644.2112673163363,slow,very_slow,off,off,off,1
220,146.59014932934352,17.52475289721793,0.02512845889445971,8.042947556790438,very_fast,slow,off,off,on,0
221,-289.8738934249675,17.361904528574275,32.3942938272979,-594.1015864050546,very_fast,very_slow,off,on,on,0
222,-207.44844113853802,21.76919417451974,79.12698760379794,-748.4961796062472,very_slow,very_slow,on,on,on,1
223,-305.44734348039856,11.066691208348708,0.006898169767867484,-53.7203296151841,fast,slow,on,off,on,4
224,-327.61673150320325,19.85039194748139,208.174940448235,-287.72380686293036,medium,slow,off,off,on,3
225,21.9411581157232,21.021942419299656,0.300045981496404,-755.9260459624077,very_slow,very_slow,off,on,on,1
226,-109.03842561923729,16.629756465377813,2.395265547803659,517.3122762154152,very_slow,medium,off,on,on,4
227,-14.733839714165851,23.45646058441195,304.4839008556324,-176.75084146328297,medium,slow,on,on,on,4
228,-81.45906214780092,,28.985792825044307,771.0463691345218,very_slow,very_slow,off,on,on,1
229,45.08691426847273,15.437963736421144,857.6267975933824,-479.3560895451848,medium,slow,off,on,on,1
230,148.85852572926981,15.725255135945966,3.4329974231917983,-382.19149990881516,very_fast,very_slow,off,on,on,0
231,350.51243477804377,3.5627804738418085,0.3368499482793268,-134.65435147476393,very_fast,slow,on,off,on,0
232,-117.16085244935765,21.30292421544264,22.621727661965675,-508.2130359709825,very_slow,very_slow,off,on,on,1
233,-0.3250032391309716,40.77209608664835,0.05017023696873673,730.7999375745272,slow,medium,on,off,off,4
234,-142.00016192685734,24.504410934303923,469.30267137734114,803.1586196136042,medium,very_slow,off,on,on,0
235,-179.22206728975766,25.637171913644128,816.8383151637138,588.523674439763,fast,very_slow,off,off,off,1
236,-108.84447391492873,17.368356307248153,0.004676375700909763,569.0213764925294,very_fast,very_slow,off,on,on,0
237,-180.5085034781759,11.356518821476088,204.62184157245747,777.5738383773855,fast,medium,off,on,on,4
238,-74.67187911229088,,0.0004059438363829056,-256.4303960801762,very_fast,very_slow,off,off,on,0
239,7.082314227392999,,6.886026226476424e-05,651.4306951498043,very_fast,very_slow,on,on,on,1
240,43.68797064640836,,7.644384274067897e-06,395.3635742657033,very_fast,very_slow,off,off,on,0
241,306.74902531674763,18.400865255334534,121.00437420855295,251.8750718503596,medium,very_slow,off,on,on,0
242,-189.48783490188703,13.950062421130864,0.0007350881201478772,214.20440127616183,very_fast,very_slow,on,on,on,1
243,-59.93129056563252,,1.4731397289932575,-616.1286609305663,very_fast,slow,off,off,off,4
244,-69.53805016625874,,15.111024309465114,1289.627234586327,very_fast,very_slow,on,on,on,1
245,-172.65409969304687,18.575893251673058,58.777782831161176,1239.9255330668402,very_fast,medium,off,off,on,4
246,-137.9114255339095,,2.656065164667938,251.7917665225084,fast,slow,off,off,on,4
247,-194.2842459781047,8.939811991747725,73.61271199406524,-706.7259539231609,medium,medium,off,off,off,3
248,-30.456394499128738,,78.64067070982469,875.5680643982687,fast,medium,off,on,on,3
249,-309.57248535116133,12.309704357932837,17.27893261003201,-473.33931348815184,very_fast,very_slow,on,on,on,2
250,248.0652180030793,22.977151610720412,0.2955920480504953,37.70568787363018,very_fast,slow,on,off,on,0
251,-79.75519438578199,6.840468555054027,38.657618053269054,-606.9819271837997,fast,very_slow,on,on,off,0
252,-31.71072180623092,10.249128602531659,2.4847307339651357,81.62046745884457,very_fast,slow,off,on,off,1
253,-162.01157713195386,,21.319612858373603,-516.8912354605295,very_fast,very_slow,off,off,off,1
254,-180.39783361913638,11.963309902783994,0.7897081717911746,357.493623049557,very_fast,slow,off,off,on,4
255,-7.438329857709222,19.19742433338498,1149.3585418986806,254.98879288731843,medium,slow,off,on,off,4
256,282.7699535883163,29.1442552118159,0.00029927475129459504,949.3175696712027,very_fast,slow,off,off,off,0
257,-142.34720366211818,17.982714424912704,342.1154703774141,-113.3120879455301,fast,very_slow,off,on,on,1
258,4.581225768663232,14.377654068909075,467.8177491393458,-847.3254894391447,very_slow,slow,on,on,on,4
259,-27.635726852261747,7.073520184103724,0.8480346557420062,-357.95480486120886,very_fast,medium,off,off,on,0
260,-76.33559834717161,12.539664834522656,0.5816540262264772,941.6378841553583,very_fast,very_slow,off,off,on,0
261,-215.41006869846646,15.410409720083596,3.0566928768494432,10.488700289427783,very_fast,very_slow,on,on,on,0
262,-200.49417103697726,19.91304183308712,318.93051487328563,513.343357081847,slow,very_slow,off,on,on,1
263,-261.42441586063967,20.350800791169426,0.07835146280728636,1578.2722137221606,very_fast,very_slow,off,on,off,0
264,-322.4034269922732,2.362769378140853,0.0690328233236865,578.3156209612438,very_fast,very_slow,off,on,on,0
265,336.364877031103,2.642338927972434,1.7082659408317138,-66.27064973846956,very_fast,slow,on,off,off,0
266,161.5761626361194,36.27929213795956,15.528353110517767,653.866277352596,slow,slow,on,off,on,4
267,-267.45102345363773,15.591699845546756,190.27497013271218,521.9948059338778,fast,very_slow,on,on,off,1
268,-235.89900554633041,14.018617160117627,0.00012109400646085147,827.2744192832909,very_fast,slow,off,off,on,0
269,49.37829631423583,12.1172150648874,0.0001279621700563959,-116.61142654768635,very_fast,medium,on,off,off,0
270,247.5139104908331,8.522463853165902,0.002177800655881349,213.13239678521091,very_fast,very_slow,off,on,on,0
271,-421.12007668202386,24.88961993880849,97.83033672920999,-179.4520587711607,fast,slow,on,on,on,1
